split_index,seed,e_marginal_j_per_tflop,e_per_tb_j,p_overhead_w,heldout_workload,gt_tflops,est_tflops,signed_err_pct,abs_err_pct,split_max_abs_err_pct
0,1000,6.2285,5133.56,0.775,d256_b16_s256_L3,109.8438,113.5139,3.341,3.341,12.389
0,1000,6.2285,5133.56,0.775,d384_b16_s128_L3,101.1666,102.1196,0.942,0.942,12.389
0,1000,6.2285,5133.56,0.775,d384_b16_s128_L3_ff3072,124.2386,122.568,-1.345,1.345,12.389
0,1000,6.2285,5133.56,0.775,d384_b16_s128_L3_h8,101.1666,104.6369,3.43,3.43,12.389
0,1000,6.2285,5133.56,0.775,d384_b16_s256_L3,143.0224,143.1952,0.121,0.121,12.389
0,1000,6.2285,5133.56,0.775,d384_b8_s128_L6,113.3066,117.5436,3.739,3.739,12.389
0,1000,6.2285,5133.56,0.775,d512_b16_s256_L3,166.2152,145.6224,-12.389,12.389,12.389
1,1001,5.6514,4042.56,1.7125,d256_b8_s256_L3,87.3757,92.0423,5.341,5.341,6.287
1,1001,5.6514,4042.56,1.7125,d384_b16_s128_L3,101.1666,102.961,1.774,1.774,6.287
1,1001,5.6514,4042.56,1.7125,d384_b16_s256_L3,143.0224,144.3827,0.951,0.951,6.287
1,1001,5.6514,4042.56,1.7125,d512_b16_s128_L6,152.6861,147.1261,-3.641,3.641,6.287
1,1001,5.6514,4042.56,1.7125,d512_b16_s64_L6,145.9215,148.1961,1.559,1.559,6.287
1,1001,5.6514,4042.56,1.7125,d512_b16_s64_L6_sgd,145.9215,155.0963,6.287,6.287,6.287
1,1001,5.6514,4042.56,1.7125,d512_b8_s128_L3_ff4096,89.5098,86.7427,-3.091,3.091,6.287
2,1002,5.145,4637.81,1.8,d384_b16_s128_L3_ff3072,124.2386,125.4829,1.002,1.002,11.796
2,1002,5.145,4637.81,1.8,d512_b16_s256_L3,166.2152,146.6083,-11.796,11.796,11.796
2,1002,5.145,4637.81,1.8,d512_b16_s64_L6_sgd,145.9215,156.0675,6.953,6.953,11.796
2,1002,5.145,4637.81,1.8,d512_b8_s128_L3,82.705,81.9104,-0.961,0.961,11.796
2,1002,5.145,4637.81,1.8,d512_b8_s128_L3_h2,82.705,80.0474,-3.213,3.213,11.796
2,1002,5.145,4637.81,1.8,d640_b8_s128_L3_sgd,109.9243,115.4572,5.033,5.033,11.796
2,1002,5.145,4637.81,1.8,d640_b8_s64_L3,88.0804,80.3483,-8.778,8.778,11.796
3,1003,4.6589,1778.56,3.6,d256_b16_s256_L3,109.8438,117.4461,6.921,6.921,13.977
3,1003,4.6589,1778.56,3.6,d384_b16_s128_L3_ff3072,124.2386,122.5431,-1.365,1.365,13.977
3,1003,4.6589,1778.56,3.6,d384_b16_s128_L3_h8,101.1666,104.8213,3.613,3.613,13.977
3,1003,4.6589,1778.56,3.6,d512_b8_s128_L3_ff4096,89.5098,85.161,-4.858,4.858,13.977
3,1003,4.6589,1778.56,3.6,d512_b8_s128_L3_h2,82.705,79.666,-3.675,3.675,13.977
3,1003,4.6589,1778.56,3.6,d640_b8_s128_L3,109.9243,108.2225,-1.548,1.548,13.977
3,1003,4.6589,1778.56,3.6,d640_b8_s64_L3,88.0804,75.769,-13.977,13.977,13.977
4,1004,6.5754,5145.24,0.5625,d256_b8_s512_L3,91.8049,95.9821,4.55,4.55,13.192
4,1004,6.5754,5145.24,0.5625,d384_b16_s128_L3_ff3072,124.2386,120.7372,-2.818,2.818,13.192
4,1004,6.5754,5145.24,0.5625,d384_b8_s128_L6,113.3066,117.3534,3.572,3.572,13.192
4,1004,6.5754,5145.24,0.5625,d512_b16_s128_L6,152.6861,143.8018,-5.819,5.819,13.192
4,1004,6.5754,5145.24,0.5625,d512_b16_s256_L3,166.2152,144.2882,-13.192,13.192,13.192
4,1004,6.5754,5145.24,0.5625,d512_b16_s64_L6,145.9215,146.0523,0.09,0.09,13.192
4,1004,6.5754,5145.24,0.5625,d512_b8_s128_L3_ff4096,89.5098,85.2583,-4.75,4.75,13.192
5,1005,6.2773,5606.08,0.5625,d256_b16_s256_L3,109.8438,111.4157,1.431,1.431,13.957
5,1005,6.2773,5606.08,0.5625,d384_b16_s256_L3,143.0224,141.352,-1.168,1.168,13.957
5,1005,6.2773,5606.08,0.5625,d512_b16_s256_L3,166.2152,143.0165,-13.957,13.957,13.957
5,1005,6.2773,5606.08,0.5625,d512_b8_s128_L3_ff4096,89.5098,85.7379,-4.214,4.214,13.957
5,1005,6.2773,5606.08,0.5625,d512_b8_s128_L3_h2,82.705,79.6524,-3.691,3.691,13.957
5,1005,6.2773,5606.08,0.5625,d640_b8_s128_L3,109.9243,105.7274,-3.818,3.818,13.957
5,1005,6.2773,5606.08,0.5625,d768_b8_s64_L3,120.192,112.2214,-6.632,6.632,13.957
6,1006,5.01,1205.36,3.6125,d256_b16_s128_L3,88.5837,92.1,3.969,3.969,9.988
6,1006,5.01,1205.36,3.6125,d256_b16_s256_L3,109.8438,119.0266,8.36,8.36,9.988
6,1006,5.01,1205.36,3.6125,d256_b8_s256_L3,87.3757,94.1131,7.711,7.711,9.988
6,1006,5.01,1205.36,3.6125,d384_b16_s128_L3_h8,101.1666,105.8822,4.661,4.661,9.988
6,1006,5.01,1205.36,3.6125,d512_b16_s128_L6,152.6861,149.262,-2.243,2.243,9.988
6,1006,5.01,1205.36,3.6125,d512_b8_s128_L3_ff4096,89.5098,84.4861,-5.612,5.612,9.988
6,1006,5.01,1205.36,3.6125,d640_b8_s64_L3,88.0804,79.2829,-9.988,9.988,9.988
7,1007,4.6774,3588.82,2.6375,d256_b8_s256_L3,87.3757,91.1131,4.277,4.277,11.989
7,1007,4.6774,3588.82,2.6375,d256_b8_s512_L3,91.8049,98.7559,7.571,7.571,11.989
7,1007,4.6774,3588.82,2.6375,d512_b16_s64_L6,145.9215,147.7967,1.285,1.285,11.989
7,1007,4.6774,3588.82,2.6375,d512_b16_s64_L6_sgd,145.9215,157.0917,7.655,7.655,11.989
7,1007,4.6774,3588.82,2.6375,d640_b8_s128_L3,109.9243,108.4842,-1.31,1.31,11.989
7,1007,4.6774,3588.82,2.6375,d640_b8_s64_L3,88.0804,77.5209,-11.989,11.989,11.989
7,1007,4.6774,3588.82,2.6375,d768_b8_s64_L3,120.192,113.9973,-5.154,5.154,11.989
8,1008,5.713,4370.96,1.475,d256_b8_s256_L3,87.3757,92.4617,5.821,5.821,7.237
8,1008,5.713,4370.96,1.475,d256_b8_s512_L3,91.8049,98.4487,7.237,7.237,7.237
8,1008,5.713,4370.96,1.475,d384_b16_s128_L3,101.1666,103.5575,2.363,2.363,7.237
8,1008,5.713,4370.96,1.475,d384_b16_s128_L3_ff3072,124.2386,124.4792,0.194,0.194,7.237
8,1008,5.713,4370.96,1.475,d384_b16_s128_L3_h8,101.1666,106.0696,4.846,4.846,7.237
8,1008,5.713,4370.96,1.475,d384_b8_s128_L6,113.3066,117.0383,3.293,3.293,7.237
8,1008,5.713,4370.96,1.475,d768_b8_s128_L6,174.1878,173.4128,-0.445,0.445,7.237
9,1009,5.5557,4395.57,1.5875,d256_b16_s128_L3,88.5837,90.0441,1.649,1.649,7.114
9,1009,5.5557,4395.57,1.5875,d256_b8_s512_L3,91.8049,98.3359,7.114,7.114,7.114
9,1009,5.5557,4395.57,1.5875,d384_b16_s128_L3,101.1666,103.1823,1.992,1.992,7.114
9,1009,5.5557,4395.57,1.5875,d384_b16_s128_L3_ff3072,124.2386,124.7313,0.397,0.397,7.114
9,1009,5.5557,4395.57,1.5875,d384_b16_s128_L3_h8,101.1666,105.7168,4.498,4.498,7.114
9,1009,5.5557,4395.57,1.5875,d512_b16_s64_L6,145.9215,148.5611,1.809,1.809,7.114
9,1009,5.5557,4395.57,1.5875,d512_b8_s128_L3_h2,82.705,81.2915,-1.709,1.709,7.114
10,1010,5.6666,4003.61,1.7875,d384_b16_s128_L3,101.1666,101.2684,0.101,0.101,12.194
10,1010,5.6666,4003.61,1.7875,d384_b16_s128_L3_ff3072,124.2386,121.6972,-2.046,2.046,12.194
10,1010,5.6666,4003.61,1.7875,d512_b16_s128_L6,152.6861,144.8172,-5.154,5.154,12.194
10,1010,5.6666,4003.61,1.7875,d512_b16_s256_L3,166.2152,145.9473,-12.194,12.194,12.194
10,1010,5.6666,4003.61,1.7875,d512_b16_s64_L6_sgd,145.9215,152.6881,4.637,4.637,12.194
10,1010,5.6666,4003.61,1.7875,d512_b8_s128_L3_ff4096,89.5098,85.4168,-4.573,4.573,12.194
10,1010,5.6666,4003.61,1.7875,d640_b8_s64_L3,88.0804,82.3368,-6.521,6.521,12.194
11,1011,6.1995,4974.05,0.9,d256_b16_s128_L3,88.5837,89.6174,1.167,1.167,12.722
11,1011,6.1995,4974.05,0.9,d256_b16_s256_L3,109.8438,113.0648,2.932,2.932,12.722
11,1011,6.1995,4974.05,0.9,d384_b16_s128_L3_h8,101.1666,104.0986,2.898,2.898,12.722
11,1011,6.1995,4974.05,0.9,d512_b16_s128_L6,152.6861,144.5825,-5.307,5.307,12.722
11,1011,6.1995,4974.05,0.9,d512_b16_s256_L3,166.2152,145.0698,-12.722,12.722,12.722
11,1011,6.1995,4974.05,0.9,d512_b16_s64_L6,145.9215,146.405,0.331,0.331,12.722
11,1011,6.1995,4974.05,0.9,d640_b8_s128_L3,109.9243,106.837,-2.809,2.809,12.722
12,1012,5.6771,5031.03,1.2,d256_b16_s128_L3,88.5837,89.0593,0.537,0.537,6.9
12,1012,5.6771,5031.03,1.2,d384_b16_s256_L3,143.0224,144.3547,0.931,0.931,6.9
12,1012,5.6771,5031.03,1.2,d512_b16_s128_L6,152.6861,146.3732,-4.135,4.135,6.9
12,1012,5.6771,5031.03,1.2,d512_b16_s64_L6,145.9215,147.59,1.143,1.143,6.9
12,1012,5.6771,5031.03,1.2,d512_b16_s64_L6_sgd,145.9215,155.9899,6.9,6.9,6.9
12,1012,5.6771,5031.03,1.2,d512_b8_s128_L3,82.705,82.6693,-0.043,0.043,6.9
12,1012,5.6771,5031.03,1.2,d768_b8_s128_L6,174.1878,172.1394,-1.176,1.176,6.9
13,1013,5.8022,4215.29,1.5375,d256_b16_s128_L3,88.5837,90.1122,1.725,1.725,4.811
13,1013,5.8022,4215.29,1.5375,d256_b8_s256_L3,87.3757,91.579,4.811,4.811,4.811
13,1013,5.8022,4215.29,1.5375,d384_b16_s256_L3,143.0224,143.5883,0.396,0.396,4.811
13,1013,5.8022,4215.29,1.5375,d512_b16_s128_L6,152.6861,146.2059,-4.244,4.244,4.811
13,1013,5.8022,4215.29,1.5375,d512_b16_s64_L6,145.9215,147.4725,1.063,1.063,4.811
13,1013,5.8022,4215.29,1.5375,d512_b8_s128_L3_h2,82.705,80.7333,-2.384,2.384,4.811
13,1013,5.8022,4215.29,1.5375,d640_b8_s128_L3,109.9243,107.7751,-1.955,1.955,4.811
14,1014,5.7116,3962.35,1.775,d256_b16_s128_L3,88.5837,88.9711,0.437,0.437,12.139
14,1014,5.7116,3962.35,1.775,d256_b8_s256_L3,87.3757,90.6165,3.709,3.709,12.139
14,1014,5.7116,3962.35,1.775,d384_b16_s128_L3_ff3072,124.2386,121.5389,-2.173,2.173,12.139
14,1014,5.7116,3962.35,1.775,d512_b16_s128_L6,152.6861,144.8542,-5.129,5.129,12.139
14,1014,5.7116,3962.35,1.775,d512_b16_s256_L3,166.2152,146.0382,-12.139,12.139,12.139
14,1014,5.7116,3962.35,1.775,d640_b8_s128_L3,109.9243,106.6582,-2.971,2.971,12.139
14,1014,5.7116,3962.35,1.775,d640_b8_s64_L3,88.0804,82.6235,-6.195,6.195,12.139
15,1015,6.0052,5982.7,0.525,d384_b16_s128_L3_ff3072,124.2386,123.85,-0.313,0.313,6.83
15,1015,6.0052,5982.7,0.525,d384_b16_s256_L3,143.0224,142.894,-0.09,0.09,6.83
15,1015,6.0052,5982.7,0.525,d384_b8_s128_L6,113.3066,116.8415,3.12,3.12,6.83
15,1015,6.0052,5982.7,0.525,d512_b16_s128_L6,152.6861,144.2923,-5.497,5.497,6.83
15,1015,6.0052,5982.7,0.525,d512_b8_s128_L3_h2,82.705,80.2166,-3.009,3.009,6.83
15,1015,6.0052,5982.7,0.525,d640_b8_s128_L3,109.9243,106.5023,-3.113,3.113,6.83
15,1015,6.0052,5982.7,0.525,d768_b8_s64_L3,120.192,111.9829,-6.83,6.83,6.83
16,1016,5.4188,3644.03,2.075,d256_b16_s256_L3,109.8438,116.0053,5.609,5.609,5.609
16,1016,5.4188,3644.03,2.075,d384_b16_s128_L3,101.1666,103.1847,1.995,1.995,5.609
16,1016,5.4188,3644.03,2.075,d384_b16_s128_L3_ff3072,124.2386,123.869,-0.297,0.297,5.609
16,1016,5.4188,3644.03,2.075,d384_b16_s256_L3,143.0224,144.744,1.204,1.204,5.609
16,1016,5.4188,3644.03,2.075,d512_b16_s64_L6,145.9215,148.4386,1.725,1.725,5.609
16,1016,5.4188,3644.03,2.075,d512_b8_s128_L3_ff4096,89.5098,86.8277,-2.996,2.996,5.609
16,1016,5.4188,3644.03,2.075,d640_b8_s128_L3_sgd,109.9243,114.3593,4.035,4.035,5.609
17,1017,6.5128,6351.2,0.0,d256_b16_s256_L3,109.8438,111.2179,1.251,1.251,14.162
17,1017,6.5128,6351.2,0.0,d256_b8_s256_L3,87.3757,89.4945,2.425,2.425,14.162
17,1017,6.5128,6351.2,0.0,d384_b8_s128_L6,113.3066,117.9254,4.076,4.076,14.162
17,1017,6.5128,6351.2,0.0,d512_b16_s128_L6,152.6861,143.1851,-6.223,6.223,14.162
17,1017,6.5128,6351.2,0.0,d512_b16_s256_L3,166.2152,142.6754,-14.162,14.162,14.162
17,1017,6.5128,6351.2,0.0,d512_b8_s128_L3_h2,82.705,80.1,-3.15,3.15,14.162
17,1017,6.5128,6351.2,0.0,d768_b8_s64_L3,120.192,112.154,-6.688,6.688,14.162
18,1018,4.1805,1654.74,4.0,d256_b16_s256_L3,109.8438,117.966,7.394,7.394,18.985
18,1018,4.1805,1654.74,4.0,d384_b16_s256_L3,143.0224,144.5067,1.038,1.038,18.985
18,1018,4.1805,1654.74,4.0,d384_b8_s128_L6,113.3066,104.4012,-7.86,7.86,18.985
18,1018,4.1805,1654.74,4.0,d512_b8_s128_L3_ff4096,89.5098,86.0269,-3.891,3.891,18.985
18,1018,4.1805,1654.74,4.0,d640_b8_s128_L3_sgd,109.9243,113.4574,3.214,3.214,18.985
18,1018,4.1805,1654.74,4.0,d640_b8_s64_L3,88.0804,71.3579,-18.985,18.985,18.985
18,1018,4.1805,1654.74,4.0,d768_b8_s128_L6,174.1878,174.9412,0.433,0.433,18.985
19,1019,4.7419,3249.04,2.8,d256_b8_s256_L3,87.3757,90.5486,3.631,3.631,12.914
19,1019,4.7419,3249.04,2.8,d384_b16_s128_L3_h8,101.1666,104.321,3.118,3.118,12.914
19,1019,4.7419,3249.04,2.8,d384_b8_s128_L6,113.3066,109.4165,-3.433,3.433,12.914
19,1019,4.7419,3249.04,2.8,d512_b16_s128_L6,152.6861,147.1602,-3.619,3.619,12.914
19,1019,4.7419,3249.04,2.8,d640_b8_s64_L3,88.0804,76.7055,-12.914,12.914,12.914
19,1019,4.7419,3249.04,2.8,d768_b8_s128_L6,174.1878,172.8982,-0.74,0.74,12.914
19,1019,4.7419,3249.04,2.8,d768_b8_s64_L3,120.192,113.57,-5.51,5.51,12.914
20,1020,5.8928,5382.4,0.875,d256_b16_s128_L3,88.5837,89.1344,0.622,0.622,5.346
20,1020,5.8928,5382.4,0.875,d384_b16_s128_L3_h8,101.1666,104.8309,3.622,3.622,5.346
20,1020,5.8928,5382.4,0.875,d384_b16_s256_L3,143.0224,143.9807,0.67,0.67,5.346
20,1020,5.8928,5382.4,0.875,d384_b8_s128_L6,113.3066,117.109,3.356,3.356,5.346
20,1020,5.8928,5382.4,0.875,d512_b16_s64_L6,145.9215,147.3432,0.974,0.974,5.346
20,1020,5.8928,5382.4,0.875,d512_b8_s128_L3_ff4096,89.5098,87.4597,-2.29,2.29,5.346
20,1020,5.8928,5382.4,0.875,d768_b8_s64_L3,120.192,113.767,-5.346,5.346,5.346
21,1021,5.4201,5471.9,1.2125,d384_b16_s128_L3_ff3072,124.2386,124.8289,0.475,0.475,13.312
21,1021,5.4201,5471.9,1.2125,d512_b16_s256_L3,166.2152,144.0888,-13.312,13.312,13.312
21,1021,5.4201,5471.9,1.2125,d512_b16_s64_L6,145.9215,145.2045,-0.491,0.491,13.312
21,1021,5.4201,5471.9,1.2125,d640_b8_s128_L3,109.9243,106.1473,-3.436,3.436,13.312
21,1021,5.4201,5471.9,1.2125,d640_b8_s128_L3_sgd,109.9243,115.0439,4.657,4.657,13.312
21,1021,5.4201,5471.9,1.2125,d640_b8_s64_L3,88.0804,81.383,-7.604,7.604,13.312
21,1021,5.4201,5471.9,1.2125,d768_b8_s64_L3,120.192,110.6098,-7.972,7.972,13.312
22,1022,5.9743,4393.54,1.3375,d256_b16_s256_L3,109.8438,114.0926,3.868,3.868,11.885
22,1022,5.9743,4393.54,1.3375,d256_b8_s512_L3,91.8049,96.8781,5.526,5.526,11.885
22,1022,5.9743,4393.54,1.3375,d384_b16_s128_L3,101.1666,102.1146,0.937,0.937,11.885
22,1022,5.9743,4393.54,1.3375,d384_b16_s256_L3,143.0224,143.046,0.016,0.016,11.885
22,1022,5.9743,4393.54,1.3375,d512_b16_s256_L3,166.2152,146.4599,-11.885,11.885,11.885
22,1022,5.9743,4393.54,1.3375,d512_b8_s128_L3,82.705,82.1714,-0.645,0.645,11.885
22,1022,5.9743,4393.54,1.3375,d512_b8_s128_L3_ff4096,89.5098,85.9657,-3.959,3.959,11.885
23,1023,6.0566,6917.17,0.025,d256_b16_s128_L3,88.5837,86.716,-2.108,2.108,14.423
23,1023,6.0566,6917.17,0.025,d384_b16_s128_L3_h8,101.1666,103.4556,2.263,2.263,14.423
23,1023,6.0566,6917.17,0.025,d512_b16_s256_L3,166.2152,142.2422,-14.423,14.423,14.423
23,1023,6.0566,6917.17,0.025,d512_b8_s128_L3,82.705,82.0103,-0.84,0.84,14.423
23,1023,6.0566,6917.17,0.025,d512_b8_s128_L3_h2,82.705,80.0051,-3.265,3.265,14.423
23,1023,6.0566,6917.17,0.025,d640_b8_s128_L3_sgd,109.9243,115.4028,4.984,4.984,14.423
23,1023,6.0566,6917.17,0.025,d768_b8_s64_L3,120.192,110.2153,-8.301,8.301,14.423
24,1024,3.8486,2166.69,4.0,d256_b16_s128_L3,88.5837,83.8574,-5.335,5.335,24.179
24,1024,3.8486,2166.69,4.0,d384_b16_s128_L3_ff3072,124.2386,126.3516,1.701,1.701,24.179
24,1024,3.8486,2166.69,4.0,d384_b16_s256_L3,143.0224,144.0931,0.749,0.749,24.179
24,1024,3.8486,2166.69,4.0,d384_b8_s128_L6,113.3066,101.1506,-10.728,10.728,24.179
24,1024,3.8486,2166.69,4.0,d512_b8_s128_L3_h2,82.705,78.0429,-5.637,5.637,24.179
24,1024,3.8486,2166.69,4.0,d640_b8_s64_L3,88.0804,66.7832,-24.179,24.179,24.179
24,1024,3.8486,2166.69,4.0,d768_b8_s128_L6,174.1878,174.8008,0.352,0.352,24.179
25,1025,4.566,2611.13,3.2,d256_b16_s256_L3,109.8438,117.7981,7.241,7.241,12.846
25,1025,4.566,2611.13,3.2,d256_b8_s256_L3,87.3757,92.4678,5.828,5.828,12.846
25,1025,4.566,2611.13,3.2,d512_b16_s128_L6,152.6861,149.891,-1.831,1.831,12.846
25,1025,4.566,2611.13,3.2,d512_b16_s64_L6_sgd,145.9215,156.5318,7.271,7.271,12.846
25,1025,4.566,2611.13,3.2,d640_b8_s128_L3_sgd,109.9243,115.2522,4.847,4.847,12.846
25,1025,4.566,2611.13,3.2,d640_b8_s64_L3,88.0804,76.7658,-12.846,12.846,12.846
25,1025,4.566,2611.13,3.2,d768_b8_s128_L6,174.1878,175.7665,0.906,0.906,12.846
26,1026,4.6214,4114.97,2.45,d256_b16_s128_L3,88.5837,85.1865,-3.835,3.835,13.899
26,1026,4.6214,4114.97,2.45,d256_b8_s512_L3,91.8049,97.9495,6.693,6.693,13.899
26,1026,4.6214,4114.97,2.45,d384_b16_s256_L3,143.0224,144.1404,0.782,0.782,13.899
26,1026,4.6214,4114.97,2.45,d512_b8_s128_L3_h2,82.705,79.2838,-4.137,4.137,13.899
26,1026,4.6214,4114.97,2.45,d640_b8_s128_L3,109.9243,106.9639,-2.693,2.693,13.899
26,1026,4.6214,4114.97,2.45,d640_b8_s64_L3,88.0804,75.8379,-13.899,13.899,13.899
26,1026,4.6214,4114.97,2.45,d768_b8_s64_L3,120.192,111.0599,-7.598,7.598,13.899
27,1027,3.9446,2037.93,4.0,d256_b16_s128_L3,88.5837,84.5414,-4.563,4.563,23.036
27,1027,3.9446,2037.93,4.0,d384_b16_s128_L3,101.1666,101.2654,0.098,0.098,23.036
27,1027,3.9446,2037.93,4.0,d384_b8_s128_L6,113.3066,101.6949,-10.248,10.248,23.036
27,1027,3.9446,2037.93,4.0,d512_b8_s128_L3_ff4096,89.5098,86.4477,-3.421,3.421,23.036
27,1027,3.9446,2037.93,4.0,d512_b8_s128_L3_h2,82.705,78.1121,-5.553,5.553,23.036
27,1027,3.9446,2037.93,4.0,d640_b8_s128_L3_sgd,109.9243,113.8863,3.604,3.604,23.036
27,1027,3.9446,2037.93,4.0,d640_b8_s64_L3,88.0804,67.7899,-23.036,23.036,23.036
28,1028,5.4763,5307.15,1.175,d384_b16_s128_L3_h8,101.1666,105.6971,4.478,4.478,8.189
28,1028,5.4763,5307.15,1.175,d384_b16_s256_L3,143.0224,145.6521,1.839,1.839,8.189
28,1028,5.4763,5307.15,1.175,d512_b16_s128_L6,152.6861,147.4395,-3.436,3.436,8.189
28,1028,5.4763,5307.15,1.175,d512_b16_s64_L6,145.9215,148.4543,1.736,1.736,8.189
28,1028,5.4763,5307.15,1.175,d512_b16_s64_L6_sgd,145.9215,157.8706,8.189,8.189,8.189
28,1028,5.4763,5307.15,1.175,d640_b8_s128_L3,109.9243,108.4824,-1.312,1.312,8.189
28,1028,5.4763,5307.15,1.175,d640_b8_s128_L3_sgd,109.9243,116.8114,6.265,6.265,8.189
29,1029,5.8724,6325.86,0.4125,d256_b8_s512_L3,91.8049,97.9718,6.717,6.717,13.073
29,1029,5.8724,6325.86,0.4125,d384_b16_s128_L3_ff3072,124.2386,125.5851,1.084,1.084,13.073
29,1029,5.8724,6325.86,0.4125,d384_b16_s128_L3_h8,101.1666,104.5983,3.392,3.392,13.073
29,1029,5.8724,6325.86,0.4125,d512_b16_s256_L3,166.2152,144.4853,-13.073,13.073,13.073
29,1029,5.8724,6325.86,0.4125,d512_b16_s64_L6,145.9215,146.9544,0.708,0.708,13.073
29,1029,5.8724,6325.86,0.4125,d512_b16_s64_L6_sgd,145.9215,156.7708,7.435,7.435,13.073
29,1029,5.8724,6325.86,0.4125,d768_b8_s64_L3,120.192,111.994,-6.821,6.821,13.073
30,1030,6.2195,5000.56,0.875,d256_b8_s256_L3,87.3757,90.6484,3.746,3.746,12.797
30,1030,6.2195,5000.56,0.875,d384_b16_s128_L3_h8,101.1666,104.035,2.835,2.835,12.797
30,1030,6.2195,5000.56,0.875,d384_b16_s256_L3,143.0224,142.36,-0.463,0.463,12.797
30,1030,6.2195,5000.56,0.875,d512_b16_s128_L6,152.6861,144.4735,-5.379,5.379,12.797
30,1030,6.2195,5000.56,0.875,d512_b16_s256_L3,166.2152,144.9448,-12.797,12.797,12.797
30,1030,6.2195,5000.56,0.875,d512_b16_s64_L6,145.9215,146.3182,0.272,0.272,12.797
30,1030,6.2195,5000.56,0.875,d512_b8_s128_L3_h2,82.705,80.3155,-2.889,2.889,12.797
31,1031,5.6307,3271.73,2.1125,d256_b16_s128_L3,88.5837,91.4575,3.244,3.244,6.4
31,1031,5.6307,3271.73,2.1125,d256_b8_s256_L3,87.3757,92.8965,6.319,6.319,6.4
31,1031,5.6307,3271.73,2.1125,d256_b8_s512_L3,91.8049,97.6805,6.4,6.4,6.4
31,1031,5.6307,3271.73,2.1125,d384_b16_s128_L3_ff3072,124.2386,122.6225,-1.301,1.301,6.4
31,1031,5.6307,3271.73,2.1125,d512_b8_s128_L3_ff4096,89.5098,86.0567,-3.858,3.858,6.4
31,1031,5.6307,3271.73,2.1125,d640_b8_s128_L3_sgd,109.9243,113.4281,3.187,3.187,6.4
31,1031,5.6307,3271.73,2.1125,d768_b8_s128_L6,174.1878,172.7246,-0.84,0.84,6.4
32,1032,5.9109,4172.77,1.55,d384_b16_s256_L3,143.0224,141.2353,-1.25,1.25,12.833
32,1032,5.9109,4172.77,1.55,d512_b16_s128_L6,152.6861,143.8417,-5.793,5.793,12.833
32,1032,5.9109,4172.77,1.55,d512_b16_s256_L3,166.2152,144.8853,-12.833,12.833,12.833
32,1032,5.9109,4172.77,1.55,d512_b16_s64_L6,145.9215,145.1004,-0.563,0.563,12.833
32,1032,5.9109,4172.77,1.55,d512_b8_s128_L3_ff4096,89.5098,84.8279,-5.231,5.231,12.833
32,1032,5.9109,4172.77,1.55,d640_b8_s64_L3,88.0804,83.1216,-5.63,5.63,12.833
32,1032,5.9109,4172.77,1.55,d768_b8_s128_L6,174.1878,168.581,-3.219,3.219,12.833
33,1033,5.6737,5041.6,1.2,d384_b16_s128_L3,101.1666,102.359,1.179,1.179,4.78
33,1033,5.6737,5041.6,1.2,d384_b16_s128_L3_ff3072,124.2386,124.6144,0.302,0.302,4.78
33,1033,5.6737,5041.6,1.2,d384_b16_s128_L3_h8,101.1666,104.9549,3.745,3.745,4.78
33,1033,5.6737,5041.6,1.2,d512_b16_s128_L6,152.6861,146.2698,-4.202,4.202,4.78
33,1033,5.6737,5041.6,1.2,d640_b8_s128_L3,109.9243,107.7431,-1.984,1.984,4.78
33,1033,5.6737,5041.6,1.2,d640_b8_s128_L3_sgd,109.9243,115.179,4.78,4.78,4.78
33,1033,5.6737,5041.6,1.2,d768_b8_s128_L6,174.1878,172.0308,-1.238,1.238,4.78
34,1034,5.5903,4454.27,1.5125,d256_b8_s256_L3,87.3757,92.431,5.786,5.786,7.612
34,1034,5.5903,4454.27,1.5125,d256_b8_s512_L3,91.8049,98.7933,7.612,7.612,7.612
34,1034,5.5903,4454.27,1.5125,d384_b16_s128_L3,101.1666,103.7094,2.513,2.513,7.612
34,1034,5.5903,4454.27,1.5125,d384_b16_s256_L3,143.0224,145.7589,1.913,1.913,7.612
34,1034,5.5903,4454.27,1.5125,d384_b8_s128_L6,113.3066,116.953,3.218,3.218,7.612
34,1034,5.5903,4454.27,1.5125,d512_b16_s64_L6_sgd,145.9215,156.986,7.582,7.582,7.612
34,1034,5.5903,4454.27,1.5125,d512_b8_s128_L3_ff4096,89.5098,87.9672,-1.723,1.723,7.612
35,1035,5.5565,4773.66,1.4,d256_b16_s128_L3,88.5837,89.4353,0.961,0.961,5.174
35,1035,5.5565,4773.66,1.4,d384_b16_s128_L3,101.1666,102.9209,1.734,1.734,5.174
35,1035,5.5565,4773.66,1.4,d384_b16_s128_L3_h8,101.1666,105.5068,4.29,4.29,5.174
35,1035,5.5565,4773.66,1.4,d512_b16_s64_L6,145.9215,148.2407,1.589,1.589,5.174
35,1035,5.5565,4773.66,1.4,d512_b8_s128_L3,82.705,82.9435,0.288,0.288,5.174
35,1035,5.5565,4773.66,1.4,d640_b8_s128_L3,109.9243,108.3524,-1.43,1.43,5.174
35,1035,5.5565,4773.66,1.4,d640_b8_s128_L3_sgd,109.9243,115.6113,5.174,5.174,5.174
36,1036,4.9579,2911.88,2.775,d256_b16_s256_L3,109.8438,117.0136,6.527,6.527,9.554
36,1036,4.9579,2911.88,2.775,d256_b8_s256_L3,87.3757,92.4591,5.818,5.818,9.554
